Date,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,subject10,subject11,subject12,subject13,subject14,subject15,subject16,subject17,subject18,subject19,subject20,subject21,subject22,subject23,subject24
2016-5-30,1.333666334,3.555444555,2.977522478,2.866633367,3.866633367,4,2.833366633,0,1.4997003,2.055144855,0,3.033266733,2.277922078,3.110889111,1.2002997,1.666333666,0,3.688811189,1.2002997,3.3,3.866633367,3.144555445,2.833366633,4
2016-5-30,1.336663337,3.554445554,2.975224775,2.866333666,3.866333666,4,2.833666334,0,1.497002997,2.051448551,0,3.032667333,2.279220779,3.108891109,1.202997003,1.663336663,0,3.688111888,1.202997003,3.3,3.866333666,3.145554446,2.833666334,4
2016-5-30,1.33966034,3.553446553,2.972927073,2.866033966,3.866033966,4,2.833966034,0,1.494305694,2.047752248,0,3.032067932,2.280519481,3.106893107,1.205694306,1.66033966,0,3.687412587,1.205694306,3.3,3.866033966,3.146553447,2.833966034,4
2016-5-30,1.342657343,3.552447552,2.970629371,2.865734266,3.865734266,4,2.834265734,0,1.491608392,2.044055944,0,3.031468531,2.281818182,3.104895105,1.208391608,1.657342657,0,3.686713287,1.208391608,3.3,3.865734266,3.147552448,2.834265734,4
2016-5-30,1.345654346,3.551448551,2.968331668,2.865434565,3.865434565,4,2.834565435,0,1.488911089,2.04035964,0,3.030869131,2.283116883,3.102897103,1.211088911,1.654345654,0,3.686013986,1.211088911,3.3,3.865434565,3.148551449,2.834565435,4
2016-5-30,1.348651349,3.55044955,2.966033966,2.865134865,3.865134865,4,2.834865135,0,1.486213786,2.036663337,0,3.03026973,2.284415584,3.100899101,1.213786214,1.651348651,0,3.685314685,1.213786214,3.3,3.865134865,3.14955045,2.834865135,4
2016-5-30,1.351648352,3.549450549,2.963736264,2.864835165,3.864835165,4,2.835164835,0,1.483516484,2.032967033,0,3.02967033,2.285714286,3.098901099,1.216483516,1.648351648,0,3.684615385,1.216483516,3.3,3.864835165,3.150549451,2.835164835,4
2016-5-30,1.354645355,3.548451548,2.961438561,2.864535465,3.864535465,4,2.835464535,0,1.480819181,2.029270729,0,3.029070929,2.287012987,3.096903097,1.219180819,1.645354645,0,3.683916084,1.219180819,3.3,3.864535465,3.151548452,2.835464535,4
2016-5-30,1.357642358,3.547452547,2.959140859,2.864235764,3.864235764,4,2.835764236,0,1.478121878,2.025574426,0,3.028471528,2.288311688,3.094905095,1.221878122,1.642357642,0,3.683216783,1.221878122,3.3,3.864235764,3.152547453,2.835764236,4
2016-5-30,1.360639361,3.546453546,2.956843157,2.863936064,3.863936064,4,2.836063936,0,1.475424575,2.021878122,0,3.027872128,2.28961039,3.092907093,1.224575425,1.639360639,0,3.682517483,1.224575425,3.3,3.863936064,3.153546454,2.836063936,4
2016-5-30,1.363636364,3.545454545,2.954545455,2.863636364,3.863636364,4,2.836363636,0,1.472727273,2.018181818,0,3.027272727,2.290909091,3.090909091,1.227272727,1.636363636,0,3.681818182,1.227272727,3.3,3.863636364,3.154545455,2.836363636,4
2016-5-30,1.366633367,3.544455544,2.952247752,2.863336663,3.863336663,4,2.836663337,0,1.47002997,2.014485514,0,3.026673327,2.292207792,3.088911089,1.22997003,1.633366633,0,3.681118881,1.22997003,3.3,3.863336663,3.155544456,2.836663337,4
2016-5-30,1.36963037,3.543456543,2.94995005,2.863036963,3.863036963,4,2.836963037,0,1.467332667,2.010789211,0,3.026073926,2.293506494,3.086913087,1.232667333,1.63036963,0,3.68041958,1.232667333,3.3,3.863036963,3.156543457,2.836963037,4
2016-5-30,1.372627373,3.542457542,2.947652348,2.862737263,3.862737263,4,2.837262737,0,1.464635365,2.007092907,0,3.025474525,2.294805195,3.084915085,1.235364635,1.627372627,0,3.67972028,1.235364635,3.3,3.862737263,3.157542458,2.837262737,4
2016-5-30,1.375624376,3.541458541,2.945354645,2.862437562,3.862437562,4,2.837562438,0,1.461938062,2.003396603,0,3.024875125,2.296103896,3.082917083,1.238061938,1.624375624,0,3.679020979,1.238061938,3.3,3.862437562,3.158541459,2.837562438,4
2016-5-30,1.378621379,3.54045954,2.943056943,2.862137862,3.862137862,4,2.837862138,0,1.459240759,1.9997003,0,3.024275724,2.297402597,3.080919081,1.240759241,1.621378621,0,3.678321678,1.240759241,3.3,3.862137862,3.15954046,2.837862138,4
2016-5-30,1.381618382,3.539460539,2.940759241,2.861838162,3.861838162,4,2.838161838,0,1.456543457,1.996003996,0,3.023676324,2.298701299,3.078921079,1.243456543,1.618381618,0,3.677622378,1.243456543,3.3,3.861838162,3.160539461,2.838161838,4
2016-5-30,1.384615385,3.538461538,2.938461538,2.861538462,3.861538462,4,2.838461538,0,1.453846154,1.992307692,0,3.023076923,2.3,3.076923077,1.246153846,1.615384615,0,3.676923077,1.246153846,3.3,3.861538462,3.161538462,2.838461538,4
2016-5-30,1.387612388,3.537462537,2.936163836,2.861238761,3.861238761,4,2.838761239,0,1.451148851,1.988611389,0,3.022477522,2.301298701,3.074925075,1.248851149,1.612387612,0,3.676223776,1.248851149,3.3,3.861238761,3.162537463,2.838761239,4
2016-5-30,1.390609391,3.536463536,2.933866134,2.860939061,3.860939061,4,2.839060939,0,1.448451548,1.984915085,0,3.021878122,2.302597403,3.072927073,1.251548452,1.609390609,0,3.675524476,1.251548452,3.3,3.860939061,3.163536464,2.839060939,4
2016-5-30,1.393606394,3.535464535,2.931568432,2.860639361,3.860639361,4,2.839360639,0,1.445754246,1.981218781,0,3.021278721,2.303896104,3.070929071,1.254245754,1.606393606,0,3.674825175,1.254245754,3.3,3.860639361,3.164535465,2.839360639,4
2016-5-30,1.396603397,3.534465534,2.929270729,2.86033966,3.86033966,4,2.83966034,0,1.443056943,1.977522478,0,3.020679321,2.305194805,3.068931069,1.256943057,1.603396603,0,3.674125874,1.256943057,3.3,3.86033966,3.165534466,2.83966034,4
2016-5-30,1.3996004,3.533466533,2.926973027,2.86003996,3.86003996,4,2.83996004,0,1.44035964,1.973826174,0,3.02007992,2.306493506,3.066933067,1.25964036,1.6003996,0,3.673426573,1.25964036,3.3,3.86003996,3.166533467,2.83996004,4
2016-5-30,1.402597403,3.532467532,2.924675325,2.85974026,3.85974026,4,2.84025974,0,1.437662338,1.97012987,0,3.019480519,2.307792208,3.064935065,1.262337662,1.597402597,0,3.672727273,1.262337662,3.3,3.85974026,3.167532468,2.84025974,4
2016-5-30,1.405594406,3.531468531,2.922377622,2.859440559,3.859440559,4,2.840559441,0,1.434965035,1.966433566,0,3.018881119,2.309090909,3.062937063,1.265034965,1.594405594,0,3.672027972,1.265034965,3.3,3.859440559,3.168531469,2.840559441,4
2016-5-30,1.408591409,3.53046953,2.92007992,2.859140859,3.859140859,4,2.840859141,0,1.432267732,1.962737263,0,3.018281718,2.31038961,3.060939061,1.267732268,1.591408591,0,3.671328671,1.267732268,3.3,3.859140859,3.16953047,2.840859141,4
2016-5-30,1.411588412,3.529470529,2.917782218,2.858841159,3.858841159,4,2.841158841,0,1.42957043,1.959040959,0,3.017682318,2.311688312,3.058941059,1.27042957,1.588411588,0,3.670629371,1.27042957,3.3,3.858841159,3.170529471,2.841158841,4
2016-5-30,1.414585415,3.528471528,2.915484515,2.858541459,3.858541459,4,2.841458541,0,1.426873127,1.955344655,0,3.017082917,2.312987013,3.056943057,1.273126873,1.585414585,0,3.66993007,1.273126873,3.3,3.858541459,3.171528472,2.841458541,4
2016-5-30,1.417582418,3.527472527,2.913186813,2.858241758,3.858241758,4,2.841758242,0,1.424175824,1.951648352,0,3.016483516,2.314285714,3.054945055,1.275824176,1.582417582,0,3.669230769,1.275824176,3.3,3.858241758,3.172527473,2.841758242,4
2016-5-30,1.420579421,3.526473526,2.910889111,2.857942058,3.857942058,4,2.842057942,0,1.421478521,1.947952048,0,3.015884116,2.315584416,3.052947053,1.278521479,1.579420579,0,3.668531469,1.278521479,3.3,3.857942058,3.173526474,2.842057942,4
2016-5-30,1.423576424,3.525474525,2.908591409,2.857642358,3.857642358,4,2.842357642,0,1.418781219,1.944255744,0,3.015284715,2.316883117,3.050949051,1.281218781,1.576423576,0,3.667832168,1.281218781,3.3,3.857642358,3.174525475,2.842357642,4
2016-5-30,1.426573427,3.524475524,2.906293706,2.857342657,3.857342657,4,2.842657343,0,1.416083916,1.940559441,0,3.014685315,2.318181818,3.048951049,1.283916084,1.573426573,0,3.667132867,1.283916084,3.3,3.857342657,3.175524476,2.842657343,4
2016-5-30,1.42957043,3.523476523,2.903996004,2.857042957,3.857042957,4,2.842957043,0,1.413386613,1.936863137,0,3.014085914,2.319480519,3.046953047,1.286613387,1.57042957,0,3.666433566,1.286613387,3.3,3.857042957,3.176523477,2.842957043,4
2016-5-30,1.432567433,3.522477522,2.901698302,2.856743257,3.856743257,4,2.843256743,0,1.410689311,1.933166833,0,3.013486513,2.320779221,3.044955045,1.289310689,1.567432567,0,3.665734266,1.289310689,3.3,3.856743257,3.177522478,2.843256743,4
2016-5-30,1.435564436,3.521478521,2.899400599,2.856443556,3.856443556,4,2.843556444,0,1.407992008,1.929470529,0,3.012887113,2.322077922,3.042957043,1.292007992,1.564435564,0,3.665034965,1.292007992,3.3,3.856443556,3.178521479,2.843556444,4
2016-5-30,1.438561439,3.52047952,2.897102897,2.856143856,3.856143856,4,2.843856144,0,1.405294705,1.925774226,0,3.012287712,2.323376623,3.040959041,1.294705295,1.561438561,0,3.664335664,1.294705295,3.3,3.856143856,3.17952048,2.843856144,4
2016-5-30,1.441558442,3.519480519,2.894805195,2.855844156,3.855844156,4,2.844155844,0,1.402597403,1.922077922,0,3.011688312,2.324675325,3.038961039,1.297402597,1.558441558,0,3.663636364,1.297402597,3.3,3.855844156,3.180519481,2.844155844,4
2016-5-30,1.444555445,3.518481518,2.892507493,2.855544456,3.855544456,4,2.844455544,0,1.3999001,1.918381618,0,3.011088911,2.325974026,3.036963037,1.3000999,1.555444555,0,3.662937063,1.3000999,3.3,3.855544456,3.181518482,2.844455544,4
2016-5-30,1.447552448,3.517482517,2.89020979,2.855244755,3.855244755,4,2.844755245,0,1.397202797,1.914685315,0,3.01048951,2.327272727,3.034965035,1.302797203,1.552447552,0,3.662237762,1.302797203,3.3,3.855244755,3.182517483,2.844755245,4
2016-5-30,1.450549451,3.516483516,2.887912088,2.854945055,3.854945055,4,2.845054945,0,1.394505495,1.910989011,0,3.00989011,2.328571429,3.032967033,1.305494505,1.549450549,0,3.661538462,1.305494505,3.3,3.854945055,3.183516484,2.845054945,4
2016-5-30,1.453546454,3.515484515,2.885614386,2.854645355,3.854645355,4,2.845354645,0,1.391808192,1.907292707,0,3.009290709,2.32987013,3.030969031,1.308191808,1.546453546,0,3.660839161,1.308191808,3.3,3.854645355,3.184515485,2.845354645,4
2016-5-30,1.456543457,3.514485514,2.883316683,2.854345654,3.854345654,4,2.845654346,0,1.389110889,1.903596404,0,3.008691309,2.331168831,3.028971029,1.310889111,1.543456543,0,3.66013986,1.310889111,3.3,3.854345654,3.185514486,2.845654346,4
2016-5-30,1.45954046,3.513486513,2.881018981,2.854045954,3.854045954,4,2.845954046,0,1.386413586,1.8999001,0,3.008091908,2.332467532,3.026973027,1.313586414,1.54045954,0,3.659440559,1.313586414,3.3,3.854045954,3.186513487,2.845954046,4
2016-5-30,1.462537463,3.512487512,2.878721279,2.853746254,3.853746254,4,2.846253746,0,1.383716284,1.896203796,0,3.007492507,2.333766234,3.024975025,1.316283716,1.537462537,0,3.658741259,1.316283716,3.3,3.853746254,3.187512488,2.846253746,4
2016-5-30,1.465534466,3.511488511,2.876423576,2.853446553,3.853446553,4,2.846553447,0,1.381018981,1.892507493,0,3.006893107,2.335064935,3.022977023,1.318981019,1.534465534,0,3.658041958,1.318981019,3.3,3.853446553,3.188511489,2.846553447,4
2016-5-30,1.468531469,3.51048951,2.874125874,2.853146853,3.853146853,4,2.846853147,0,1.378321678,1.888811189,0,3.006293706,2.336363636,3.020979021,1.321678322,1.531468531,0,3.657342657,1.321678322,3.3,3.853146853,3.18951049,2.846853147,4
2016-5-30,1.471528472,3.509490509,2.871828172,2.852847153,3.852847153,4,2.847152847,0,1.375624376,1.885114885,0,3.005694306,2.337662338,3.018981019,1.324375624,1.528471528,0,3.656643357,1.324375624,3.3,3.852847153,3.190509491,2.847152847,4
2016-5-30,1.474525475,3.508491508,2.86953047,2.852547453,3.852547453,4,2.847452547,0,1.372927073,1.881418581,0,3.005094905,2.338961039,3.016983017,1.327072927,1.525474525,0,3.655944056,1.327072927,3.3,3.852547453,3.191508492,2.847452547,4
2016-5-30,1.477522478,3.507492507,2.867232767,2.852247752,3.852247752,4,2.847752248,0,1.37022977,1.877722278,0,3.004495504,2.34025974,3.014985015,1.32977023,1.522477522,0,3.655244755,1.32977023,3.3,3.852247752,3.192507493,2.847752248,4
2016-5-30,1.480519481,3.506493506,2.864935065,2.851948052,3.851948052,4,2.848051948,0,1.367532468,1.874025974,0,3.003896104,2.341558442,3.012987013,1.332467532,1.519480519,0,3.654545455,1.332467532,3.3,3.851948052,3.193506494,2.848051948,4
2016-5-30,1.483516484,3.505494505,2.862637363,2.851648352,3.851648352,4,2.848351648,0,1.364835165,1.87032967,0,3.003296703,2.342857143,3.010989011,1.335164835,1.516483516,0,3.653846154,1.335164835,3.3,3.851648352,3.194505495,2.848351648,4
2016-5-30,1.486513487,3.504495504,2.86033966,2.851348651,3.851348651,4,2.848651349,0,1.362137862,1.866633367,0,3.002697303,2.344155844,3.008991009,1.337862138,1.513486513,0,3.653146853,1.337862138,3.3,3.851348651,3.195504496,2.848651349,4
2016-5-30,1.48951049,3.503496503,2.858041958,2.851048951,3.851048951,4,2.848951049,0,1.359440559,1.862937063,0,3.002097902,2.345454545,3.006993007,1.340559441,1.51048951,0,3.652447552,1.340559441,3.3,3.851048951,3.196503497,2.848951049,4
2016-5-30,1.492507493,3.502497502,2.855744256,2.850749251,3.850749251,4,2.849250749,0,1.356743257,1.859240759,0,3.001498501,2.346753247,3.004995005,1.343256743,1.507492507,0,3.651748252,1.343256743,3.3,3.850749251,3.197502498,2.849250749,4
2016-5-30,1.495504496,3.501498501,2.853446553,2.85044955,3.85044955,4,2.84955045,0,1.354045954,1.855544456,0,3.000899101,2.348051948,3.002997003,1.345954046,1.504495504,0,3.651048951,1.345954046,3.3,3.85044955,3.198501499,2.84955045,4
2016-5-30,1.498501499,3.5004995,2.851148851,2.85014985,3.85014985,4,2.84985015,0,1.351348651,1.851848152,0,3.0002997,2.349350649,3.000999001,1.348651349,1.501498501,0,3.65034965,1.348651349,3.3,3.85014985,3.1995005,2.84985015,4
2016-5-30,1.501498501,3.4995005,2.848851149,2.84985015,3.84985015,4,2.85014985,0,1.348651349,1.848151848,0,2.9997003,2.350649351,2.999000999,1.351348651,1.498501499,0,3.64965035,1.351348651,3.3,3.84985015,3.2004995,2.85014985,4
2016-5-30,1.504495504,3.498501499,2.846553447,2.84955045,3.84955045,4,2.85044955,0,1.345954046,1.844455544,0,2.999100899,2.351948052,2.997002997,1.354045954,1.495504496,0,3.648951049,1.354045954,3.3,3.84955045,3.201498501,2.85044955,4
2016-5-30,1.507492507,3.497502498,2.844255744,2.849250749,3.849250749,4,2.850749251,0,1.343256743,1.840759241,0,2.998501499,2.353246753,2.995004995,1.356743257,1.492507493,0,3.648251748,1.356743257,3.3,3.849250749,3.202497502,2.850749251,4
2016-5-30,1.51048951,3.496503497,2.841958042,2.848951049,3.848951049,4,2.851048951,0,1.340559441,1.837062937,0,2.997902098,2.354545455,2.993006993,1.359440559,1.48951049,0,3.647552448,1.359440559,3.3,3.848951049,3.203496503,2.851048951,4
2016-5-30,1.513486513,3.495504496,2.83966034,2.848651349,3.848651349,4,2.851348651,0,1.337862138,1.833366633,0,2.997302697,2.355844156,2.991008991,1.362137862,1.486513487,0,3.646853147,1.362137862,3.3,3.848651349,3.204495504,2.851348651,4
2016-5-30,1.516483516,3.494505495,2.837362637,2.848351648,3.848351648,4,2.851648352,0,1.335164835,1.82967033,0,2.996703297,2.357142857,2.989010989,1.364835165,1.483516484,0,3.646153846,1.364835165,3.3,3.848351648,3.205494505,2.851648352,4
2016-5-30,1.519480519,3.493506494,2.835064935,2.848051948,3.848051948,4,2.851948052,0,1.332467532,1.825974026,0,2.996103896,2.358441558,2.987012987,1.367532468,1.480519481,0,3.645454545,1.367532468,3.3,3.848051948,3.206493506,2.851948052,4
2016-5-30,1.522477522,3.492507493,2.832767233,2.847752248,3.847752248,4,2.852247752,0,1.32977023,1.822277722,0,2.995504496,2.35974026,2.985014985,1.37022977,1.477522478,0,3.644755245,1.37022977,3.3,3.847752248,3.207492507,2.852247752,4
2016-5-30,1.525474525,3.491508492,2.83046953,2.847452547,3.847452547,4,2.852547453,0,1.327072927,1.818581419,0,2.994905095,2.361038961,2.983016983,1.372927073,1.474525475,0,3.644055944,1.372927073,3.3,3.847452547,3.208491508,2.852547453,4
2016-5-30,1.528471528,3.490509491,2.828171828,2.847152847,3.847152847,4,2.852847153,0,1.324375624,1.814885115,0,2.994305694,2.362337662,2.981018981,1.375624376,1.471528472,0,3.643356643,1.375624376,3.3,3.847152847,3.209490509,2.852847153,4
2016-5-30,1.531468531,3.48951049,2.825874126,2.846853147,3.846853147,4,2.853146853,0,1.321678322,1.811188811,0,2.993706294,2.363636364,2.979020979,1.378321678,1.468531469,0,3.642657343,1.378321678,3.3,3.846853147,3.21048951,2.853146853,4
2016-5-30,1.534465534,3.488511489,2.823576424,2.846553447,3.846553447,4,2.853446553,0,1.318981019,1.807492507,0,2.993106893,2.364935065,2.977022977,1.381018981,1.465534466,0,3.641958042,1.381018981,3.3,3.846553447,3.211488511,2.853446553,4
2016-5-30,1.537462537,3.487512488,2.821278721,2.846253746,3.846253746,4,2.853746254,0,1.316283716,1.803796204,0,2.992507493,2.366233766,2.975024975,1.383716284,1.462537463,0,3.641258741,1.383716284,3.3,3.846253746,3.212487512,2.853746254,4
2016-5-30,1.54045954,3.486513487,2.818981019,2.845954046,3.845954046,4,2.854045954,0,1.313586414,1.8000999,0,2.991908092,2.367532468,2.973026973,1.386413586,1.45954046,0,3.640559441,1.386413586,3.3,3.845954046,3.213486513,2.854045954,4
2016-5-30,1.543456543,3.485514486,2.816683317,2.845654346,3.845654346,4,2.854345654,0,1.310889111,1.796403596,0,2.991308691,2.368831169,2.971028971,1.389110889,1.456543457,0,3.63986014,1.389110889,3.3,3.845654346,3.214485514,2.854345654,4
2016-5-30,1.546453546,3.484515485,2.814385614,2.845354645,3.845354645,4,2.854645355,0,1.308191808,1.792707293,0,2.990709291,2.37012987,2.969030969,1.391808192,1.453546454,0,3.639160839,1.391808192,3.3,3.845354645,3.215484515,2.854645355,4
2016-5-30,1.549450549,3.483516484,2.812087912,2.845054945,3.845054945,4,2.854945055,0,1.305494505,1.789010989,0,2.99010989,2.371428571,2.967032967,1.394505495,1.450549451,0,3.638461538,1.394505495,3.3,3.845054945,3.216483516,2.854945055,4
2016-5-30,1.552447552,3.482517483,2.80979021,2.844755245,3.844755245,4,2.855244755,0,1.302797203,1.785314685,0,2.98951049,2.372727273,2.965034965,1.397202797,1.447552448,0,3.637762238,1.397202797,3.3,3.844755245,3.217482517,2.855244755,4
2016-5-30,1.555444555,3.481518482,2.807492507,2.844455544,3.844455544,4,2.855544456,0,1.3000999,1.781618382,0,2.988911089,2.374025974,2.963036963,1.3999001,1.444555445,0,3.637062937,1.3999001,3.3,3.844455544,3.218481518,2.855544456,4
2016-5-30,1.558441558,3.480519481,2.805194805,2.844155844,3.844155844,4,2.855844156,0,1.297402597,1.777922078,0,2.988311688,2.375324675,2.961038961,1.402597403,1.441558442,0,3.636363636,1.402597403,3.3,3.844155844,3.219480519,2.855844156,4
2016-5-30,1.561438561,3.47952048,2.802897103,2.843856144,3.843856144,4,2.856143856,0,1.294705295,1.774225774,0,2.987712288,2.376623377,2.959040959,1.405294705,1.438561439,0,3.635664336,1.405294705,3.3,3.843856144,3.22047952,2.856143856,4
2016-5-30,1.564435564,3.478521479,2.800599401,2.843556444,3.843556444,4,2.856443556,0,1.292007992,1.770529471,0,2.987112887,2.377922078,2.957042957,1.407992008,1.435564436,0,3.634965035,1.407992008,3.3,3.843556444,3.221478521,2.856443556,4
2016-5-30,1.567432567,3.477522478,2.798301698,2.843256743,3.843256743,4,2.856743257,0,1.289310689,1.766833167,0,2.986513487,2.379220779,2.955044955,1.410689311,1.432567433,0,3.634265734,1.410689311,3.3,3.843256743,3.222477522,2.856743257,4
2016-5-30,1.57042957,3.476523477,2.796003996,2.842957043,3.842957043,4,2.857042957,0,1.286613387,1.763136863,0,2.985914086,2.380519481,2.953046953,1.413386613,1.42957043,0,3.633566434,1.413386613,3.3,3.842957043,3.223476523,2.857042957,4
2016-5-30,1.573426573,3.475524476,2.793706294,2.842657343,3.842657343,4,2.857342657,0,1.283916084,1.759440559,0,2.985314685,2.381818182,2.951048951,1.416083916,1.426573427,0,3.632867133,1.416083916,3.3,3.842657343,3.224475524,2.857342657,4
2016-5-30,1.576423576,3.474525475,2.791408591,2.842357642,3.842357642,4,2.857642358,0,1.281218781,1.755744256,0,2.984715285,2.383116883,2.949050949,1.418781219,1.423576424,0,3.632167832,1.418781219,3.3,3.842357642,3.225474525,2.857642358,4
2016-5-30,1.579420579,3.473526474,2.789110889,2.842057942,3.842057942,4,2.857942058,0,1.278521479,1.752047952,0,2.984115884,2.384415584,2.947052947,1.421478521,1.420579421,0,3.631468531,1.421478521,3.3,3.842057942,3.226473526,2.857942058,4
2016-5-30,1.582417582,3.472527473,2.786813187,2.841758242,3.841758242,4,2.858241758,0,1.275824176,1.748351648,0,2.983516484,2.385714286,2.945054945,1.424175824,1.417582418,0,3.630769231,1.424175824,3.3,3.841758242,3.227472527,2.858241758,4
2016-5-30,1.585414585,3.471528472,2.784515485,2.841458541,3.841458541,4,2.858541459,0,1.273126873,1.744655345,0,2.982917083,2.387012987,2.943056943,1.426873127,1.414585415,0,3.63006993,1.426873127,3.3,3.841458541,3.228471528,2.858541459,4
2016-5-30,1.588411588,3.470529471,2.782217782,2.841158841,3.841158841,4,2.858841159,0,1.27042957,1.740959041,0,2.982317682,2.388311688,2.941058941,1.42957043,1.411588412,0,3.629370629,1.42957043,3.3,3.841158841,3.229470529,2.858841159,4
2016-5-30,1.591408591,3.46953047,2.77992008,2.840859141,3.840859141,4,2.859140859,0,1.267732268,1.737262737,0,2.981718282,2.38961039,2.939060939,1.432267732,1.408591409,0,3.628671329,1.432267732,3.3,3.840859141,3.23046953,2.859140859,4
2016-5-30,1.594405594,3.468531469,2.777622378,2.840559441,3.840559441,4,2.859440559,0,1.265034965,1.733566434,0,2.981118881,2.390909091,2.937062937,1.434965035,1.405594406,0,3.627972028,1.434965035,3.3,3.840559441,3.231468531,2.859440559,4
2016-5-30,1.597402597,3.467532468,2.775324675,2.84025974,3.84025974,4,2.85974026,0,1.262337662,1.72987013,0,2.980519481,2.392207792,2.935064935,1.437662338,1.402597403,0,3.627272727,1.437662338,3.3,3.84025974,3.232467532,2.85974026,4
2016-5-30,1.6003996,3.466533467,2.773026973,2.83996004,3.83996004,4,2.86003996,0,1.25964036,1.726173826,0,2.97992008,2.393506494,2.933066933,1.44035964,1.3996004,0,3.626573427,1.44035964,3.3,3.83996004,3.233466533,2.86003996,4
2016-5-30,1.603396603,3.465534466,2.770729271,2.83966034,3.83966034,4,2.86033966,0,1.256943057,1.722477522,0,2.979320679,2.394805195,2.931068931,1.443056943,1.396603397,0,3.625874126,1.443056943,3.3,3.83966034,3.234465534,2.86033966,4
2016-5-30,1.606393606,3.464535465,2.768431568,2.839360639,3.839360639,4,2.860639361,0,1.254245754,1.718781219,0,2.978721279,2.396103896,2.929070929,1.445754246,1.393606394,0,3.625174825,1.445754246,3.3,3.839360639,3.235464535,2.860639361,4
2016-5-30,1.609390609,3.463536464,2.766133866,2.839060939,3.839060939,4,2.860939061,0,1.251548452,1.715084915,0,2.978121878,2.397402597,2.927072927,1.448451548,1.390609391,0,3.624475524,1.448451548,3.3,3.839060939,3.236463536,2.860939061,4
2016-5-30,1.612387612,3.462537463,2.763836164,2.838761239,3.838761239,4,2.861238761,0,1.248851149,1.711388611,0,2.977522478,2.398701299,2.925074925,1.451148851,1.387612388,0,3.623776224,1.451148851,3.3,3.838761239,3.237462537,2.861238761,4
2016-5-30,1.615384615,3.461538462,2.761538462,2.838461538,3.838461538,4,2.861538462,0,1.246153846,1.707692308,0,2.976923077,2.4,2.923076923,1.453846154,1.384615385,0,3.623076923,1.453846154,3.3,3.838461538,3.238461538,2.861538462,4
2016-5-30,1.618381618,3.460539461,2.759240759,2.838161838,3.838161838,4,2.861838162,0,1.243456543,1.703996004,0,2.976323676,2.401298701,2.921078921,1.456543457,1.381618382,0,3.622377622,1.456543457,3.3,3.838161838,3.239460539,2.861838162,4
2016-5-30,1.621378621,3.45954046,2.756943057,2.837862138,3.837862138,4,2.862137862,0,1.240759241,1.7002997,0,2.975724276,2.402597403,2.919080919,1.459240759,1.378621379,0,3.621678322,1.459240759,3.3,3.837862138,3.24045954,2.862137862,4
2016-5-30,1.624375624,3.458541459,2.754645355,2.837562438,3.837562438,4,2.862437562,0,1.238061938,1.696603397,0,2.975124875,2.403896104,2.917082917,1.461938062,1.375624376,0,3.620979021,1.461938062,3.3,3.837562438,3.241458541,2.862437562,4
2016-5-30,1.627372627,3.457542458,2.752347652,2.837262737,3.837262737,4,2.862737263,0,1.235364635,1.692907093,0,2.974525475,2.405194805,2.915084915,1.464635365,1.372627373,0,3.62027972,1.464635365,3.3,3.837262737,3.242457542,2.862737263,4
2016-5-30,1.63036963,3.456543457,2.75004995,2.836963037,3.836963037,4,2.863036963,0,1.232667333,1.689210789,0,2.973926074,2.406493506,2.913086913,1.467332667,1.36963037,0,3.61958042,1.467332667,3.3,3.836963037,3.243456543,2.863036963,4
2016-5-30,1.633366633,3.455544456,2.747752248,2.836663337,3.836663337,4,2.863336663,0,1.22997003,1.685514486,0,2.973326673,2.407792208,2.911088911,1.47002997,1.366633367,0,3.618881119,1.47002997,3.3,3.836663337,3.244455544,2.863336663,4
2016-5-30,1.636363636,3.454545455,2.745454545,2.836363636,3.836363636,4,2.863636364,0,1.227272727,1.681818182,0,2.972727273,2.409090909,2.909090909,1.472727273,1.363636364,0,3.618181818,1.472727273,3.3,3.836363636,3.245454545,2.863636364,4
2016-5-30,1.639360639,3.453546454,2.743156843,2.836063936,3.836063936,4,2.863936064,0,1.224575425,1.678121878,0,2.972127872,2.41038961,2.907092907,1.475424575,1.360639361,0,3.617482517,1.475424575,3.3,3.836063936,3.246453546,2.863936064,4
2016-5-30,1.642357642,3.452547453,2.740859141,2.835764236,3.835764236,4,2.864235764,0,1.221878122,1.674425574,0,2.971528472,2.411688312,2.905094905,1.478121878,1.357642358,0,3.616783217,1.478121878,3.3,3.835764236,3.247452547,2.864235764,4
2016-5-30,1.645354645,3.451548452,2.738561439,2.835464535,3.835464535,4,2.864535465,0,1.219180819,1.670729271,0,2.970929071,2.412987013,2.903096903,1.480819181,1.354645355,0,3.616083916,1.480819181,3.3,3.835464535,3.248451548,2.864535465,4
2016-5-30,1.648351648,3.450549451,2.736263736,2.835164835,3.835164835,4,2.864835165,0,1.216483516,1.667032967,0,2.97032967,2.414285714,2.901098901,1.483516484,1.351648352,0,3.615384615,1.483516484,3.3,3.835164835,3.249450549,2.864835165,4
2016-5-30,1.651348651,3.44955045,2.733966034,2.834865135,3.834865135,4,2.865134865,0,1.213786214,1.663336663,0,2.96973027,2.415584416,2.899100899,1.486213786,1.348651349,0,3.614685315,1.486213786,3.3,3.834865135,3.25044955,2.865134865,4
